storyid,char,context,sentence,emotion_chain,need_chain
f89a1b4d-a8cc-4047-8844-b2862aaac0dd,His kids,My friend Sam is a college professor. Sam thinks tv is bad for his kids. One day in 2004 the kids were fighting over the tv. Sam throw the tv out into a snowbank. They did not buy a tv for years.,"['none', 'none', 'anger', 'none', 'sadness']","['none', 'none', 'esteem', 'none', 'none']"
9b505fb1-f2b2-4149-94d1-f4453b2b3872,Brian,Brian was waiting for his college acceptance letter. He has been waiting for weeks anxiously. He finally got the letter in the mail regarding his acceptance. Brian tore the letter open without hesitation. He got accepted to the college of his choice.,"['anticipation', 'anticipation', 'anticipation', 'surprise', 'joy']","['none', 'none', 'spiritual growth', 'esteem', 'none']"
6675aec0-d57f-433d-a971-39096c86fc1b,Professionals,Corry moved into a new apartment. After a while he noticed a bad smell. He could never place it. He had to have professionals go in and find it. They located the problem and fixed it.,"['none', 'none', 'none', 'none', 'joy']","['none', 'none', 'none', 'stability', 'stability']"
36e012c9-1fab-41df-8352-55f3a6e34b34,Park attendant,"Bill practiced straightening his posture while waiting in line. He unconsciously moved up and down on his tip toes. At the front, the amusement park attendant glared at him. She pointed at the sign. Bill was too short to ride the roller coaster.","['none', 'none', 'surprise', 'anger', 'surprise']","['none', 'none', 'spiritual growth', 'stability', 'none']"
33f31cbc-d943-46b8-8942-34d8132434df,Father,Cora was sad her father had passed away. She was having trouble dealing with her grief. She sat down at her piano and began to mess around. Cora's noodling turned into a full song. She dedicated the beautiful song to her father's memory.,"['none', 'fear', 'none', 'surprise', 'joy']","['none', 'none', 'none', 'none', 'love']"
678f3745-59e4-49c9-a782-2f45656f4b3d,Passerby,"Ted was walking down the street with his earphone in his ear. He bent over to tie his shoelaces. As he got up and walking, he dropped his wallet on the ground. A passerby happened to notice the dropped wallet and stopped Ted. Ted was so relieved that he gave the passerby a high five and a hug.","['none', 'none', 'none', 'joy', 'joy']","['none', 'none', 'none', 'spiritual growth', 'none']"
20a5756b-c790-457c-98a7-91bfd60d0feb,I (myself),I was vacationing in Indonesia. I decided to go to the fruit market. I saw a kiwi. I had never had a kiwi before. I bought it and it was very tasty.,"['joy', 'joy', 'surprise', 'anticipation', 'joy']","['spiritual growth', 'spiritual growth', 'none', 'none', 'spiritual growth']"
654874d4-e62e-4b30-a76c-9ceae98b77f7,Mom,Sam and Nicole had to wash the dishes by hand. Soon the girls were splashing each other. Their mom was not happy. The girls had stopped. They had to wash the dishes and clean the kitchen.,"['none', 'none', 'surprise', 'anger', 'disgust']","['none', 'none', 'esteem', 'none', 'none']"
50c13aca-8f3a-4029-9b39-adf7879144e3,Ben,"Ben was training to become a police officer. He had to take tests about crime scene investigations. On one test, Ben noticed a shoe print at the crime scene. He investigated this clue thoroughly. After the results, it dawned on him that it was his own footprint.","['anticipation', 'anticipation', 'anticipation', 'anticipation', 'disgust']","['spiritual growth', 'none', 'none', 'spiritual growth', 'esteem']"
ed629fc6-2bc0-4da8-938a-3f05e2ab1a48,Tutor,Rachel was doing poorly at math in school. Her teacher suggested that she seek a tutor to help. Rachel found a tutor and met with her three times a week.,"['none', 'none', 'joy', 'none', 'none']","['none', 'none', 'stability', 'none', 'none']"
f306531f-d57c-47a0-8b7c-707660caf650,I (myself),My friend threw a party. I wasn't feeling sociable. I stopped by a park on the way to read for awhile. I stayed at the party for about a half hour. I was eager to return home to continue reading.,"['joy', 'sadness', 'joy', 'anticipation', 'anticipation']","['none', 'none', 'none', 'love', 'spiritual growth']"
79fcd905-8ac7-456d-a147-0fdbc1095a46,I (myself),"I got a new neighbor. She seemed friendly. She said if her dog ever barked too loud, let her know. I assumed we'd get along well. That night, she played bad thunderous techno music.","['none', 'joy', 'joy', 'joy', 'surprise']","['none', 'none', 'love', 'love', 'none']"
3780e0a5-6f35-476a-b78d-a442a9dd0e5b,Dog,"My husband and I went to the animal shelter to find a puppy. There were so many beautiful dogs at the shelter. We finally decided on the perfect little puppy! We were so happy to have found this dog. When we got him home, he was so happy too!","['none', 'none', 'joy', 'none', 'joy']","['none', 'none', 'none', 'none', 'love']"
47a3fe43-8741-4dc5-bb21-c151bcb70742,Anderson,The Anderson family wanted to take a big vacation. They saved up their money all year. At the end of the year they booked a trip to Mexico. The Anderson's had so much fun while on vacation. They decided to take a family trip on an annual basis.,"['anticipation', 'joy', 'joy', 'joy', 'joy']","['none', 'none', 'none', 'spiritual growth', 'none']"
adde34e8-4fc8-403f-a8d8-f983c4b4a7f6,Jennifer,Jennifer had always loved flying in planes. She decided she wanted to be a pilot when she grew up. She went to aviation school. She worked very hard to learn to fly. Jennifer graduated and got a great job with an airline.,"['joy', 'anticipation', 'joy', 'trust', 'joy']","['none', 'esteem', 'spiritual growth', 'none', 'none']"
a846157d-3a43-492f-b163-f90f71bbf711,Brian,"My husband and I got an opportunity to go to Hawaii for five months. Sadly we could not take our elderly cat with us because of quarantine. Greg reluctantly agreed to take care of her despite allergies. Out of the blue, Greg told us he was going to take her to the pound. Brian, also allergic, saved the day by rescuing our kitty.","['none', 'none', 'none', 'none', 'trust']","['none', 'none', 'none', 'none', 'love']"
ce358dec-8215-48f6-9dc5-2f7e39b80af2,Jessica,Jessica was about to go to the dance. Her little brother took her nice shoes and ran off with them. Jessica was forced to chase him and fight for the shoes. In the chaos one of her nails broke. Jessica was so mad but no one else noticed so it was okay.,"['anticipation', 'anger', 'anger', 'sadness', 'anger']","['love', 'none', 'esteem', 'none', 'esteem']"
379e9bbc-d5dc-43dc-8e1a-f23c597cf7ca,Friend,Lucy bought some frozen food. On a way home she met a friend. They talked for a long time.,"['none', 'none', 'joy', 'none', 'none']","['none', 'none', 'love', 'none', 'none']"
5933f4b0-ffe0-40f9-ab00-ae8420956863,Gertie,It was going to be a long day. Gertie had bought a bushel of peaches yesterday. Today she was going to can those peaches. She had sterilized her jars and was almost ready start. The canning syrup was done and she began.,"['none', 'none', 'joy', 'anticipation', 'joy']","['none', 'physiological', 'stability', 'none', 'none']"
9caf0e31-750c-4972-890b-dee480e1447f,Dog,"I adopted a dog. He did not like playing with balls. So, I covered a ball in peanut butter. Now, my dog was obsessed with the ball.","['none', 'none', 'none', 'surprise', 'none']","['love', 'physiological', 'none', 'physiological', 'physiological']"
e0b704a7-58cd-47d7-a119-633f18163cfb,Ryan,"Ryan complained about his school schedule being ruined. He visited the guidance counselor on the first day. She managed to change his schedule. However, Ryan did poorly on his classes throughout the semester. He ended up repeating the entire year since he failed.","['anger', 'anticipation', 'joy', 'sadness', 'sadness']","['none', 'spiritual growth', 'none', 'none', 'none']"
b177511a-d46b-4884-a728-77fbc995b159,Boy,"Mary was getting her kids dressed for a family photo. While she tended to the girl, the boy went in the kitchen. He got into a big bag of flour which got all over him. Mary did not have time to wash his clothes. They took their family photo, although the boy was mismatched.","['none', 'joy', 'surprise', 'surprise', 'joy']","['none', 'physiological', 'none', 'none', 'none']"
ec740444-0d97-4efc-a1fd-540f715b85ff,The dentist,Lucy went to the dentist. She had a tooth extracted.,"['none', 'fear', 'none', 'none', 'none']","['stability', 'none', 'none', 'none', 'none']"
a2bcb285-750c-4569-a966-2a0a2563396c,Sam,"Some teenagers were playing basketball at school. One of them, Keith, scored a three-pointer and won for the team. His teammate Sam gave him his cookie as a reward. Keith ate it gratefully. Keith loved the cookie and now buys them regularly from the store.","['none', 'none', 'joy', 'none', 'joy']","['none', 'none', 'love', 'none', 'none']"
0b6ee80d-cc9d-42bd-b004-6d2ed2390227,Jesse,Jesse wanted to get a tattoo. She was not sure what design to get. She had trouble committing to something. She decided on a fake tattoo. She loved the fake tattoo idea and only got that.,"['joy', 'anticipation', 'anticipation', 'anticipation', 'anticipation']","['spiritual growth', 'none', 'none', 'none', 'stability']"
52a37696-a807-455c-be5c-64e31c018395,Debbie,Debbie wanted to show her kids how to make popcorn on the stove. She gathered them around to watch. She put oil and a cup of popcorn kernels in the kettle on the burner. The kids got excited as the popcorn overflowed the kettle. Debbie laughed and pretended she did it on purpose.,"['joy', 'joy', 'joy', 'joy', 'joy']","['love', 'love', 'physiological', 'none', 'none']"
a3dbd412-90fc-4ed9-a5cd-85386e216164,Bird,"While Tim and Barry were outside they found a big empty box. It looked like a good box to make a fort out of. They carried the box all the way to Tim's house. After they cut the door for the box, a bird flew in. When Barry came in the fort, the bird sat on his shoulder.","['none', 'none', 'none', 'none', 'trust']","['none', 'none', 'none', 'stability', 'none']"
50a0fe3d-3b50-49f3-b5b6-ced079a09132,Boys,"Kenny walked into his new classroom. The teacher introduced him to the other classmates. However, one of the boys came up to Kenny. Kenny got bit on the arm by him. They fought with each other using their fists.","['none', 'none', 'none', 'none', 'anger']","['none', 'none', 'love', 'esteem', 'esteem']"
610c84fd-c35a-4972-9c59-6ce9bea90e21,Man,Jessica was a single woman and was lonely. She was at the grocery store one day shopping. A nice man walked up to her and called her beautiful. He took her to dinner the next day. They fell in love quickly.,"['none', 'none', 'anticipation', 'joy', 'joy']","['none', 'none', 'love', 'esteem', 'love']"
13056439-1f6e-4df4-a9db-a7d286e22055,Nina,"Nina type the last word with anticipation. As soon as she was done, she jumped up and down. She went to the cupboard to find a flute of champagne. She opened the bottle of sparkling wine she had bought. And drank to the success of her first finished novel.","['anticipation', 'joy', 'joy', 'joy', 'joy']","['esteem', 'none', 'none', 'none', 'none']"
eb8de112-fea5-40b8-b45f-26edd23057c0,Jane,"Jane was afraid of the dark. Her parents left the hall light on her at night. Then when she turned six they got her a night light. It was much dimmer, but Jane accepted it. She knew she was growing up and overcoming her fear!","['fear', 'trust', 'trust', 'trust', 'joy']","['none', 'none', 'stability', 'esteem', 'spiritual growth']"
8f372c0d-2c93-4f63-b7bb-835c8ce31b65,Peter,Jill wanted to go mountain climbing. Her best friend Peter wanted to go swimming instead. They couldn't decided on which outdoor activity. They decided a coin toss would help them choose. Jill won the coin toss.,"['none', 'none', 'sadness', 'anticipation', 'anger']","['none', 'none', 'none', 'love', 'none']"
f16b5d1a-0cb1-4e98-9fb4-2044eba227b0,Workers,Jerry went to the dry cleaners to pick up his suit. He realized that he lost his claim ticket when the clerk asked for it. Jerry lept over the counter and ran towards his suit. The workers at the dry cleaners tried to tackle Jerry. Jerry was too quick for them and escaped with his suit.,"['none', 'none', 'none', 'surprise', 'surprise']","['none', 'none', 'none', 'stability', 'stability']"
7d693d80-a1ac-4a8a-a2f9-0614020303ac,I (myself),"I accidentally dropped my laptop on the ground. The screen was shattered. The typing keys fell out everywhere. While sobbing, I collected all of the pieces. It took a month, but I was able to put everything back together.","['fear', 'anger', 'anger', 'sadness', 'surprise']","['none', 'none', 'none', 'stability', 'stability']"
5e1fcc71-6f5f-4bc7-9f48-44db29ea577c,Remi,"Remi was a very cautious driver. He always buckled his seatbelt. But he was so cautious that he went way to slow on the highway. And when the car hit him he was injured despite his seatbelt. Since then, he tries to go above the slow limit to avoid an accident.","['anticipation', 'trust', 'trust', 'sadness', 'joy']","['none', 'stability', 'stability', 'none', 'stability']"
2c87b2d2-0fb0-4875-b574-1a95c040851e,John's buddy,"John was invited by a friend to meet for coffee. John's buddy came in and shook John's hand. The buddy then said that he had a terrible cold. John excused himself, running to the bathroom. There John scrubbed his hands furiously.","['none', 'joy', 'fear', 'none', 'surprise']","['none', 'love', 'none', 'none', 'none']"
7ee0edc5-8ac9-40b9-ab3e-69aa66d16dc3,Jane,Jane got a new kitty. It decided to sleep on her lap. Jane thought it looked too cute to move. She stayed sitting for hours. Eventually her legs fell asleep before she moved.,"['joy', 'none', 'joy', 'joy', 'fear']","['none', 'none', 'love', 'none', 'love']"
bd096330-944b-4b44-8e3c-1cf9f74b24e9,Gary,"We used to live by a pond. My friend Gary claimed the pond had big carp. He tried to catch one, without success. One year they drained the pond and found a lot of carp. My friend said he knew that would be the case.","['none', 'joy', 'sadness', 'none', 'joy']","['none', 'none', 'esteem', 'none', 'esteem']"
ba1f7357-8746-4c24-b51a-556507492acf,Nita,"Nita was hungry. She put a bagel in the toaster. But after a few moments, she smelled something burning. The toaster had failed to pop her bagel up. Nita's bagel was hopelessly burned!","['anticipation', 'joy', 'fear', 'surprise', 'sadness']","['physiological', 'physiological', 'none', 'physiological', 'physiological']"
d37b5a87-7e05-4a6d-9cba-d24227bdca5e,Person,Ana got out of the computer lab and started to walk outside. She was about to walk across a puddle but decided to go through it. She wasn't aware that the puddle is four feet deep and slipped into it. A person who was close to her helped her get up. He gave her his coat to warm herself.,"['none', 'none', 'none', 'trust', 'trust']","['none', 'none', 'none', 'esteem', 'love']"
76ff1ea8-ccdc-4ba3-8f4a-2ca41ac5991f,John,John was sitting at his work desk. Someone brought him a bunch of papers from the copy room. John realized the papers were not properly stapled. John stapled all the papers himself. He was pleased he finished the work before lunch.,"['anticipation', 'none', 'anger', 'trust', 'joy']","['esteem', 'none', 'spiritual growth', 'stability', 'none']"
ae5fd4c9-864b-4d5f-a985-e707b236c479,Terry,Scott and Terry are going camping in the woods. Neither of them have ever been to this campsite before. For two hours they try to find the campsite. They spend the next two hours trying to get back out of the woods. They both decide to not try camping ever again.,"['joy', 'anticipation', 'fear', 'anticipation', 'sadness']","['none', 'none', 'none', 'none', 'stability']"
46ffd923-3ba4-4b59-830b-f7cd9d7da905,I (myself),I enjoyed blowing bubbles with my nephew. He never learned how to blow them. He always blew too hard. I told him to blow as slow as possible. He finally took my advice and blew bubbles perfectly.,"['joy', 'joy', 'none', 'anticipation', 'joy']","['love', 'none', 'none', 'love', 'none']"
49b14c68-4fc4-407e-9611-71706aaca410,Nigel,Nigel wanted a pair of Heelys. All of the cool kids had them. He begged his mom if she'd buy him a pair. She brought him home a pair. They weren't Heelys but they were the generic shoes with four wheels.,"['joy', 'anticipation', 'trust', 'joy', 'sadness']","['esteem', 'none', 'none', 'none', 'none']"
fe476406-90e0-4cce-8102-1bc64302c4e2,The doctor,Monica woke up with pain in her right ear. She went to the doctor. The doctor looked in her ears with an otoscope. The doctor informed Monica she had an ear infection. The doctor wrote Monica a prescription for antibiotics.,"['none', 'anticipation', 'none', 'trust', 'surprise']","['none', 'stability', 'stability', 'stability', 'spiritual growth']"
5b779bd3-bb64-4fb2-b450-82c33582db5f,Jill,"Jill was on a large ship. She saw a beautiful, snowy mountain range. She was amazed by it. But then she woke up. Jill remembered it forever even though it was just a dream.","['none', 'none', 'surprise', 'sadness', 'joy']","['none', 'spiritual growth', 'none', 'none', 'spiritual growth']"
1a9f503b-017f-4907-8da9-d6d5f0c7c693,Aunt,"June was visiting her aunt in New York City. She was expecting to eat a nice dinner that night. Unfortunately, she got in so late that most places were closed. Instead, they found a McDonalds. June ate a burger and fries for dinner.","['joy', 'none', 'none', 'sadness', 'trust']","['none', 'none', 'none', 'physiological', 'none']"
bf1e0bf4-89c1-4456-a1c7-826dc4d21563,Cass,Cass needed a new table. His was falling apart. He went to the store to find one he liked. He didn't find many. He finally settled on one and bought it.,"['sadness', 'sadness', 'none', 'sadness', 'joy']","['none', 'none', 'stability', 'stability', 'stability']"
3266eaa5-8197-4748-be02-306176caca2e,Tom,Tom entered his dog into a dog show. He made it to the finals with several other dogs. But his dog Fido had to go potty. And decided to do so right on the show floor. Tom nor Fido won anything that day.,"['joy', 'joy', 'surprise', 'disgust', 'sadness']","['none', 'esteem', 'none', 'none', 'none']"
810d1b75-7a34-4f8b-a195-2d4cb4cdb5d2,Susie,"Susie was stuck in traffic for a long time. She was on the highway and getting kind of irritated. Finally she saw there was a car accident. That explained why the traffic was so heavy. Once Susie bypassed it, she was in her way.","['anticipation', 'anger', 'surprise', 'anger', 'surprise']","['none', 'spiritual growth', 'spiritual growth', 'none', 'none']"
542b6253-6312-4ce5-8b6b-e14b302047af,Father,Abby loves popcorn. She went to the kitchen to make some. All of the popcorn was gone. She was very sad and didn't know what to eat now. Her father came home and bought more popcorn.,"['none', 'none', 'none', 'none', 'joy']","['none', 'none', 'none', 'none', 'love']"
2ce251ef-f110-4871-a7aa-2bfea317559e,Kelly,Brandon has had a crush on Kelly for a long time. He really struggled with asking her out for a long time. Last week he finally asked her out to dinner. Kelly said yes. Brandon was on top of the world.,"['none', 'none', 'joy', 'joy', 'joy']","['none', 'love', 'love', 'love', 'none']"
34ef740b-859e-463c-80c6-95245b86365e,Sara,"Sara bought a lottery ticket. She never played, but she was feeling lucky this week. She eagerly watched the drawing on TV. As the numbers were called out, she grew excited. She had matched every number and won the lottery jackpot!","['anticipation', 'anticipation', 'anticipation', 'anticipation', 'joy']","['esteem', 'stability', 'none', 'stability', 'none']"
4da897da-6278-43f0-93a2-8726b1a14cda,Husband,Melody was cooking for the first time for her new husband. Melody worked hard all day and followed the recipe. Melody served the meal to her new husband. He husband smiled and said it was the best meal he ever had. Melody tasted it and knew he was lying but smiled anyway.,"['joy', 'none', 'none', 'joy', 'disgust']","['none', 'none', 'physiological', 'none', 'none']"
c877b388-78e7-42ba-8628-ace4722c0015,Iris,Iris was training for a race. Every day she ran. She grew faster and faster. On race day she was well prepared. Iris ended up winning the race!,"['anticipation', 'anticipation', 'joy', 'joy', 'joy']","['esteem', 'esteem', 'esteem', 'esteem', 'esteem']"
ddf8a178-80b3-4ebd-8e73-98e2157d6f56,Jack,Jack was taking his SAT test on friday. He studied hard all week. On Thursday he was invited to a party. He knew he shouldn't but he went to the party anyway. Jack did poorly on the test because he was too sleepy to concentrate.,"['fear', 'fear', 'anticipation', 'joy', 'sadness']","['none', 'esteem', 'none', 'love', 'love']"
780606a5-aae3-4636-8d34-459dd688487a,Jenny,"Jenny gets her winter coat out of storage only to find it damaged. She knows that a new winter coat is very expensive. Jenny saves enough money to buy a new beautiful winter coat. When winter comes, she is ready with her terrific new coat. She gives her old damaged coat to a homeless shelter.","['sadness', 'sadness', 'joy', 'joy', 'joy']","['stability', 'stability', 'stability', 'esteem', 'none']"
4dad0c74-7c36-42da-84c9-3559eae0ad9f,Charlie,"Charlie is really bad at playing tennis. Charlie really wants to get good so he practices all day and night. After a couple of months of practicing, Charlie gets very good. Now that Charlie is very good at tennis everyone likes Charlie. Charlie is glad he practiced so hard at tennis.","['sadness', 'anticipation', 'joy', 'joy', 'joy']","['spiritual growth', 'spiritual growth', 'spiritual growth', 'spiritual growth', 'esteem']"
26e855ca-eaf2-43e5-ae73-4d345291e5ed,Dad,Bill was sure there was a monster hiding in his closet. He called for his dad. His dad came in and Bill begged him to check the closet. Bill's dad opened the closet door and turned on the light.,"['none', 'fear', 'anticipation', 'trust', 'none']","['none', 'none', 'love', 'love', 'none']"
d80d8b60-523b-40f9-8234-9837ac9f4ed4,Michelle,Michelle and Brody dated for a few months before getting engaged. They were married shortly after graduating college together. They tried to make things work but did not know each other well. Michelle and Brody fought constantly. Michelle decided to file for divorce.,"['joy', 'joy', 'sadness', 'sadness', 'sadness']","['love', 'love', 'love', 'none', 'love']"
3ebd1b2a-88fa-466a-af1f-ced3fe0b6947,The bus driver,Beth was being bullied by a girl at school. One day on the bus the girl hit Beth. Beth hit the girl back and a fight broke out. The bus driver pulled over and broke them up.,"['none', 'none', 'none', 'anger', 'none']","['none', 'none', 'none', 'stability', 'none']"
b6c30184-ba8b-41cc-8b05-5b40c4fd89bd,Tom,Tom was a snowboarder. He was in a competition. He tried going for a big trick. Tom messed it up pretty badly. He was seriously injured.,"['joy', 'anticipation', 'joy', 'surprise', 'surprise']","['spiritual growth', 'esteem', 'esteem', 'esteem', 'esteem']"
2e9b40fb-4aef-404d-93c8-f45ebe57085c,Meth,Meth will mess you up. My friend did meth one time. He was messed up for three days. He did not like it.,"['none', 'none', 'none', 'sadness', 'none']","['none', 'none', 'none', 'esteem', 'none']"
bda7ddf1-5e9a-4cf3-ba90-18fb066969a8,George,"George was walking past a row of parked bikes. Suddenly, he bumped one of the back tires. This caused all of the bikes to go falling over. He looked around and saw that no one had seen. Quickly, he fled from the seen.","['joy', 'fear', 'surprise', 'surprise', 'fear']","['none', 'stability', 'none', 'stability', 'esteem']"
90ef3221-3d05-4d29-a01f-3c22331e3688,Jason,Jason and Malia were dating for 12 years. They got along for the most part but always fought over politics. They were both passionate about politics and didn't see eye to eye. Eventually their fighting over politics became extremely intense. They eventually broke up over their political differences.,"['trust', 'anger', 'none', 'anger', 'sadness']","['love', 'esteem', 'esteem', 'spiritual growth', 'stability']"
82fd29ef-8dd6-4508-964b-de23debbb800,Tony,"Tony lived in the mountains. He spent a lot of time in the hot springs. When he had a long day, he'd go sit in them to relax. He loved feeling the warm water and looking at the amazing views. Tony felt very blessed to live in an amazing place.","['none', 'joy', 'joy', 'joy', 'joy']","['spiritual growth', 'spiritual growth', 'physiological', 'spiritual growth', 'none']"
51ed09fc-ad8a-47a0-8a98-11a20ff95d3f,The kids,"The kids were helping pack their lunches. They each threw in some fruit snacks. It was their favorite treat at lunch time. They ate their sandwiches first, then their fruit. They saved the fruit snacks for last!","['anticipation', 'none', 'anticipation', 'joy', 'joy']","['love', 'physiological', 'physiological', 'physiological', 'physiological']"
906579a5-74df-4a48-8ed6-83c8f98a70e1,Tim,It was a hot day at Tim's house. The air conditioner broke. Tim was very hot. He had an idea. He decided to cool off at the beach.,"['anticipation', 'disgust', 'sadness', 'anticipation', 'joy']","['none', 'none', 'none', 'stability', 'stability']"
03d28716-fa40-4494-94bd-569eeea58db0,Ella,Ella and her family had pizza for dinner on a Friday night. She put the leftover slices of pizza on the counter. Ella went down to the basement to put laundry in the washer. When she came back the pizza was gone. Their dog had jumped on the counter and ate all of the leftovers!,"['joy', 'joy', 'none', 'anger', 'surprise']","['physiological', 'stability', 'stability', 'physiological', 'none']"
369d2fd5-cefe-418f-83e6-69d192adf01a,Friends,I played hide and seek with my friends the other day. We played in the park. I got a little lost when it was my turn to hide. My friends were really worried about me. They were so worried that they called the park ranger.,"['none', 'surprise', 'none', 'fear', 'fear']","['love', 'none', 'none', 'stability', 'love']"
